aX,aY,aZ,gX,gY,gZ
-0.265747,-0.123779,-0.861938,16.357422,-0.610352,47.119137
-0.264526,-0.101196,-0.969482,11.352538,1.892090,44.555660
-0.268066,-0.166382,-1.135254,8.728027,0.244141,39.733887
-0.269165,-0.183838,-1.161499,21.057127,-16.662598,43.945309
-0.264038,-0.132935,-0.986572,24.353025,-24.963377,48.339840
-0.251953,-0.042847,-0.901611,25.146482,-24.291990,52.673336
-0.233032,-0.024170,-0.897461,26.794432,-15.014647,47.119137
-0.223999,-0.042725,-0.959961,20.935057,-10.559081,36.682129
-0.221802,-0.170898,-1.078003,19.836426,-15.014647,32.470703
-0.230469,-0.262085,-0.985840,25.817869,-29.296873,39.184570
-0.229004,-0.175659,-0.886841,30.090330,-24.291990,62.499996
-0.211914,0.120850,-0.896240,25.878904,-5.615234,61.401363
-0.204468,0.161865,-1.010498,22.460936,-3.234863,50.903316
-0.185425,0.052246,-1.080688,21.911619,-5.065917,32.714844
-0.174438,-0.013672,-1.151489,24.658201,-16.540527,24.658201
-0.177612,-0.131958,-1.059692,22.766111,-28.259275,25.878904
-0.161133,-0.010986,-0.861938,17.578125,-33.203125,41.320797
-0.148437,0.168335,-0.888062,20.446775,-15.441894,46.997066
-0.145996,0.196045,-0.928467,19.531250,-6.225585,34.606934
-0.139648,0.159912,-1.006104,17.333984,-5.981445,26.733397
-0.131226,0.104736,-1.017090,17.639160,-10.192870,15.869140
-0.128906,0.096436,-0.969971,14.343261,-12.329101,12.695312
-0.118042,0.094360,-0.953247,10.559081,-2.075195,12.817382
-0.120728,0.078003,-1.037964,10.070800,-0.854492,11.230468
-0.122803,0.118408,-0.976318,8.789063,-5.310058,10.498046
-0.120361,0.173706,-0.941040,6.286621,-1.770019,7.995605
-0.115967,0.187988,-0.994263,4.394531,2.319336,3.295898
-0.115112,0.172729,-1.000366,-0.183105,3.051758,-4.821777
-0.114624,0.150269,-0.996216,-1.770019,3.356933,-10.681151
-0.110840,0.116577,-1.054199,-3.845215,2.563476,-12.207030
-0.115601,0.125610,-1.005371,-4.455566,-1.159668,-13.305663
-0.129272,0.129883,-0.873779,-1.647949,-0.854492,-14.526366
-0.131470,0.138184,-0.868774,6.469726,14.343261,-15.380858
-0.123535,0.149414,-0.971069,9.521484,21.301268,-20.202635
-0.123779,0.119141,-1.037476,8.544922,17.211914,-24.169920
-0.130493,0.111206,-0.952271,8.728027,9.216309,-27.038572
-0.134766,0.126465,-0.947754,4.821777,12.634276,-27.832029
-0.141968,0.155029,-0.970337,-6.286621,9.277344,-34.179687
-0.162720,0.162598,-0.874023,-20.202635,7.934570,-41.564938
-0.172241,0.040894,-0.924072,-23.925779,19.958496,-50.537106
-0.169800,0.070557,-1.071533,-13.671874,26.611326,-46.874996
-0.173096,0.109009,-1.034424,-20.324705,12.023925,-49.316402
-0.188354,0.093750,-0.888550,-27.770994,9.094238,-53.649899
-0.203979,0.019287,-0.946411,-34.240723,17.089844,-60.058590
-0.210205,-0.037354,-1.015503,-30.334471,17.639160,-63.232418
-0.215088,-0.109497,-1.018677,-25.939939,7.629394,-56.823727
-0.233276,-0.098145,-0.988647,-25.573729,5.920410,-53.039547
-0.250366,-0.098633,-0.969116,-22.460936,7.568359,-48.095699
-0.250244,-0.074951,-0.947632,-15.563964,13.000487,-45.837399
-0.240234,-0.031006,-0.937256,-19.042969,14.892577,-48.706051
-0.247803,-0.080933,-0.951660,-23.193357,15.197753,-51.635738
-0.253540,-0.209717,-1.053711,-28.808592,16.967773,-53.161617
-0.242554,-0.152222,-0.985474,-20.385740,6.774902,-39.794922
-0.239746,-0.081543,-0.914917,-14.770507,4.638672,-33.996582
-0.238159,-0.013916,-0.866821,-10.864257,8.789063,-36.804199
-0.247803,-0.010376,-0.895874,-10.314940,16.113281,-43.212887
-0.266479,-0.115723,-1.009888,-20.751951,19.287109,-50.109859
-0.272217,-0.189697,-1.074097,-20.629881,14.709472,-47.302242
-0.269409,-0.269653,-1.086060,-14.526366,2.380371,-32.226562
-0.266235,-0.143311,-0.890137,-14.160155,-1.953125,-24.291990
-0.264893,-0.038818,-0.847656,-13.305663,7.446289,-21.301268
-0.269409,-0.052124,-0.909180,-12.634276,15.563964,-29.907225
-0.289185,-0.132080,-0.930176,-15.686034,12.451171,-35.705566
-0.283813,-0.234619,-1.030640,-16.662598,12.817382,-35.034180
-0.273315,-0.310913,-1.104004,-16.113281,5.310058,-26.123045
-0.272827,-0.281006,-1.015137,-14.343261,-9.277344,-10.437011
-0.270508,-0.126343,-0.808350,-13.244628,-8.911133,-6.164550
-0.272949,-0.127930,-0.856934,-8.850098,4.028320,-11.047362
-0.277100,-0.268066,-0.927734,-6.286621,8.911133,-17.211914
-0.278809,-0.304810,-0.978394,-8.544922,7.751464,-10.925292
-0.284302,-0.351074,-1.052124,-8.605957,3.784179,-5.371093
-0.288208,-0.276855,-0.931885,-7.873535,-6.225585,8.789063
-0.287354,-0.224487,-0.892700,-10.131835,-4.760742,16.174316
-0.289429,-0.168091,-0.859375,-9.948730,0.976562,14.038085
-0.288818,-0.203979,-0.934692,-10.253905,3.479004,12.023925
-0.292969,-0.310913,-1.090698,-12.268065,0.305176,10.864257
-0.298096,-0.376099,-1.053345,-10.314940,-16.174316,20.141600
-0.296875,-0.362671,-0.937744,-4.150391,-23.193357,36.743164
-0.290283,-0.289795,-0.821289,-0.366211,-10.009766,48.767086
-0.284180,-0.210449,-0.896606,-1.159668,-5.187988,51.513668
-0.274658,-0.151367,-1.036011,-6.835937,-5.676269,49.011227
-0.269531,-0.174805,-1.112305,-1.281738,-19.470215,40.344234
-0.269287,-0.302612,-0.966553,8.666992,-29.113768,39.855957
-0.252197,-0.306274,-0.746338,24.597166,-25.268553,51.696774
-0.245605,-0.296631,-0.808472,26.184080,-4.150391,61.157223
-0.248779,-0.288574,-0.949097,27.404783,-5.798339,67.993164
-0.250977,-0.244873,-0.921631,31.555174,-7.446289,72.204590
-0.243530,-0.156372,-1.020264,39.184570,-7.446289,77.392578
-0.246216,-0.139404,-1.060303,40.893551,-20.751951,75.134277
-0.246826,-0.073975,-0.913696,39.062500,-27.770994,75.256348
-0.221924,-0.010986,-0.904907,39.916992,-19.409180,75.622559
-0.218628,-0.048584,-0.933960,46.325680,-11.779784,72.692871
-0.217407,-0.035522,-0.901855,48.156734,-8.300781,76.782227
-0.213013,0.094727,-0.994385,48.645016,-4.699707,77.758789
-0.196899,0.147095,-1.071167,49.804684,-7.141113,71.777344
-0.185181,0.164551,-0.951050,45.349117,-16.052246,63.415524
-0.177124,0.198486,-0.939575,38.024902,-10.131835,56.701656
-0.166626,0.229248,-1.039063,35.888672,-7.263183,51.757809
-0.155640,0.273682,-1.031738,29.785154,-9.887695,43.029781
-0.151733,0.275757,-1.014160,22.644041,-10.803222,31.555174
-0.146118,0.187866,-0.972046,14.099120,-6.591796,25.207518
-0.139648,0.198242,-0.982422,8.117676,-3.540039,24.658201
-0.122559,0.217651,-1.002808,-2.746582,-0.915527,19.470215
-0.118042,0.202637,-1.019043,-2.075195,-3.051758,10.925292
-0.111938,0.194092,-1.010498,2.990722,-9.887695,4.333496
-0.112061,0.187256,-0.941772,2.990722,-11.840819,0.366211
-0.106567,0.160278,-0.921753,2.807617,-3.173828,-3.234863
-0.105103,0.190552,-0.966797,1.037598,5.371093,-4.943848
-0.111084,0.202148,-1.004272,-1.220703,4.394531,-8.789063
-0.112793,0.185059,-0.994141,-4.333496,2.990722,-16.296387
-0.114990,0.163940,-0.998169,-3.723144,2.868652,-23.132322
-0.237061,-0.194458,-0.903809,0.671387,-13.793944,36.804199
-0.227417,-0.095337,-0.909424,-1.525879,-7.507324,41.137691
-0.225464,-0.151001,-0.970215,-3.234863,-6.347656,33.508301
-0.228638,-0.210449,-1.037354,7.263183,-9.765625,34.118652
