"aX,aY,aZ,gX,gY,gZ"
"0.375000,-0.696899,-0.022949,11.718749,19.836426,174.743637"
"0.448975,-0.834839,-0.188965,6.042480,20.629881,169.982895"
"0.490601,-0.750854,-0.108765,8.911133,2.563476,176.330551"
"0.516113,-0.670166,-0.109009,-4.882812,-3.845215,176.757797"
""
"-0.275879,-0.971802,-0.032837,-2.929687,12.145995,-113.159172"
"-0.286987,-1.147095,-0.118530,-11.962890,5.737304,-104.797356"
"-0.332153,-1.093262,-0.099609,-10.131835,-0.671387,-93.933098"
"-0.368530,-0.935913,-0.098755,0.976562,-6.347656,-81.359856"
"-0.377686,-0.924683,-0.093384,5.859375,-9.460449,-85.021965"
"-0.384766,-1.106445,-0.020508,1.953125,-10.192870,-88.012688"
"-0.383911,-1.294312,0.059692,-5.737304,-5.554199,-76.538086"
"-0.387451,-1.244873,0.044800,-1.342773,4.577637,-44.372555"
"-0.405884,-1.032471,-0.042603,-2.014160,6.774902,-28.442381"
"-0.435791,-0.889404,-0.093018,-1.586914,4.333496,-26.428221"
"-0.450684,-0.895386,-0.074585,0.244141,-2.441406,-31.311033"
"-0.440308,-0.969116,-0.044189,-1.953125,-5.432128,-34.545898"
"-0.411499,-1.086182,-0.001221,-4.150391,-4.272461,-20.568846"
"-0.409424,-1.072754,0.028198,-5.859375,-2.868652,-11.535644"
"-0.415527,-1.035522,-0.000122,-6.347656,1.892090,3.662109"
"-0.414673,-1.027588,-0.033813,-6.103515,4.272461,14.099120"
"-0.415894,-1.079834,-0.089478,-6.042480,0.549316,24.047850"
"-0.432495,-1.046753,-0.058228,-3.295898,-1.281738,31.555174"
"-0.436157,-1.039429,-0.057617,-2.685547,-1.159668,40.405270"
"-0.426758,-1.081543,-0.041016,-5.554199,-3.723144,48.217770"
"-0.396484,-1.152466,-0.015381,-4.028320,-3.601074,64.758301"
"-0.370605,-1.180908,-0.040527,-2.380371,-2.746582,74.523926"
"-0.351440,-1.271240,-0.021118,-5.004883,-4.577637,94.299309"
"-0.352905,-1.280273,0.023682,-6.225585,-4.089355,121.948235"
"-0.348267,-1.120850,0.013794,0.000000,1.220703,133.300781"
"-0.327881,-0.973999,-0.025879,14.892577,8.178711,140.747070"
"-0.296265,-0.966797,-0.042358,6.164550,7.873535,137.390137"
"-0.225708,-1.075684,-0.059448,-8.361816,2.807617,137.939453"
"-0.169922,-1.270752,-0.023193,-8.117676,0.793457,144.531250"
"-0.169678,-1.244873,0.049194,2.746582,1.220703,172.485336"
"-0.173096,-1.106445,0.084717,10.437011,13.305663,194.274887"
"-0.104370,-0.908203,-0.051514,11.840819,25.817869,187.927231"
"-0.030396,-0.887817,-0.151611,9.582520,19.897461,183.471664"
"0.050903,-0.908691,-0.133179,-5.249023,4.577637,175.903305"
"0.091309,-0.978638,-0.155518,-9.521484,-2.563476,170.776352"
"0.121094,-1.027222,-0.036255,-0.915527,-8.850098,175.415024"
"0.160278,-0.836548,-0.003418,7.141113,-9.216309,187.316879"
"0.190796,-0.746338,-0.034668,7.019042,-3.784179,177.795395"
"0.284302,-0.891357,-0.113647,9.582520,-3.601074,161.865219"
"0.313843,-0.905273,-0.040649,9.155273,-8.728027,168.762192"
"0.375977,-0.848877,-0.017456,-1.953125,-6.896972,171.752914"
"0.411987,-0.903198,-0.030151,3.112793,-0.549316,170.227036"
"0.442383,-0.719482,0.004883,11.169433,-4.638672,174.560532"
"0.496338,-0.605103,0.064819,6.164550,-4.577637,163.391098"
"0.553345,-0.623291,0.060059,-6.896972,-2.563476,143.920898"
"0.585449,-0.490234,0.035156,-6.896972,9.155273,135.864258"
"0.664062,-0.424927,-0.174438,1.037598,10.742187,106.079094"
"0.687256,-0.747192,-0.078247,12.817382,-1.220703,100.280754"
"0.682373,-0.461304,0.183716,13.610839,-10.437011,110.961906"
"0.702881,-0.399780,0.161987,-18.432617,12.817382,88.378899"
"0.771729,-0.364380,-0.105835,-28.320311,18.920898,67.138672"
"0.789673,-0.359985,-0.156616,-25.207518,8.789063,58.410641"
"0.796875,-0.388306,-0.033569,-19.470215,-6.469726,43.151852"
"0.793701,-0.432251,0.006348,-2.746582,-5.371093,34.118652"
"0.782471,-0.362793,0.031982,1.708984,-2.624511,32.897949"
"0.786011,-0.355225,-0.014160,-4.028320,3.479004,20.690916"
"0.792480,-0.405029,-0.019775,-18.798828,6.164550,6.530761"
"0.799194,-0.404297,-0.042236,-21.728514,7.141113,3.295898"
"0.793701,-0.236450,-0.059814,-16.845703,7.080078,0.000000"
"0.784546,-0.182495,-0.065552,-10.864257,6.835937,-18.127441"
"0.775757,-0.204468,-0.064453,-5.126953,5.554199,-40.283199"
"0.756592,-0.283325,-0.055664,-0.671387,3.845215,-56.274410"
"0.755371,-0.409546,-0.137573,-2.075195,3.356933,-63.293453"
"0.748657,-0.512451,-0.089478,-2.624511,-4.455566,-69.152832"
"0.745239,-0.477295,-0.059326,-5.187988,-5.126953,-68.298340"
"0.729126,-0.355103,-0.073120,-5.126953,-5.798339,-78.308105"
"0.679810,-0.250122,-0.028442,-1.525879,-8.056641,-88.134758"
"0.630005,-0.322510,-0.066528,3.234863,-7.629394,-116.943352"
"0.607544,-0.724976,-0.212646,4.821777,-10.375976,-141.540527"
"0.590454,-0.865723,-0.137085,17.639160,-29.968260,-131.408691"
"0.562744,-0.886353,0.096069,22.705076,-30.334471,-120.239250"
"0.539307,-0.690552,0.070312,30.151365,-11.657714,-105.590813"
"0.462402,-0.455566,-0.028198,27.526854,0.915527,-115.173332"
"0.439575,-0.465576,-0.010376,9.582520,4.943848,-151.977539"
"0.386353,-0.818848,-0.216675,-9.704590,0.305176,-172.973618"
"0.382446,-1.217285,-0.045776,1.464844,-20.935057,-163.330063"
"0.377441,-1.168213,0.079468,22.216795,-18.371582,-125.366203"
"0.361328,-1.092407,0.039307,25.817869,2.197266,-102.355949"
"0.312988,-0.851807,0.049683,24.597166,6.591796,-97.778313"
"0.220459,-0.573120,0.000732,9.582520,13.610839,-107.421867"
"0.184937,-0.560181,-0.050049,-4.272461,16.845703,-143.798828"
"0.162109,-0.982910,-0.209717,-7.873535,5.004883,-164.611801"
"0.149902,-1.297119,-0.015137,-3.112793,-4.882812,-155.273437"
"0.128418,-1.120117,0.073364,11.718749,-0.305176,-118.408195"
"0.096802,-0.939453,0.013306,18.798828,12.939452,-103.088371"
"0.022217,-0.742676,-0.084106,14.160155,13.183593,-110.778801"
"-0.031494,-0.894409,-0.150635,-3.967285,6.164550,-136.535645"
"-0.033081,-1.248901,-0.038818,-19.714355,-4.638672,-147.827148"
"-0.037109,-1.359863,0.009521,-27.160643,-1.586914,-125.976555"
"-0.065308,-1.252441,0.051758,-19.958496,2.319336,-108.276360"
"-0.111816,-0.995483,-0.050049,-5.493164,10.192870,-85.876457"
"-0.179199,-0.825195,-0.052734,-2.197266,3.295898,-87.585442"
"-0.195923,-0.856934,-0.079834,-13.244628,-3.662109,-103.698723"
"-0.203247,-1.019043,-0.134521,-24.047850,-15.747069,-107.971184"
"-0.197266,-1.183716,-0.094116,-26.306150,-17.578125,-105.163567"
"-0.214600,-1.363647,-0.028564,-27.648924,-17.639160,-89.599602"
"-0.234497,-1.345459,0.075928,3.906250,-12.939452,-55.419918"
"-0.272095,-0.969604,0.082397,17.700195,7.080078,-38.330078"
"-0.314819,-0.734375,-0.075562,10.864257,7.995605,-46.569820"
"-0.321655,-0.921753,-0.081177,-8.483887,-2.319336,-71.166992"
"-0.322876,-1.014038,-0.062744,-17.517090,-9.033203,-72.875977"
"-0.320923,-1.102295,0.008667,-7.080078,-8.178711,-61.279293"
"-0.329590,-1.064209,0.078857,0.488281,-5.371093,-53.100582"
"-0.350830,-0.867187,0.066040,4.821777,3.356933,-40.954586"
"-0.356079,-0.838013,0.010010,-14.953612,7.629394,-49.377438"
"-0.370117,-0.985840,-0.038574,-25.329588,5.615234,-53.466793"
"-0.365601,-1.044800,-0.076294,-29.724119,2.258301,-47.912594"
"-0.369995,-1.062622,-0.090332,-20.507811,-2.319336,-36.987305"
"-0.376099,-1.087646,-0.062500,-6.774902,-8.911133,-21.240232"
"-0.400269,-1.076050,0.067871,-2.441406,-10.498046,-13.977050"
"-0.417847,-1.031982,0.120483,1.403808,-2.685547,-2.319336"
"-0.420776,-0.993652,0.076904,-3.051758,8.544922,4.455566"
"-0.420166,-0.923584,-0.013672,-7.202148,9.338379,7.019042"
"-0.399414,-0.966187,-0.081787,-7.385253,6.774902,7.263183"
"-0.383667,-1.054199,-0.018921,-4.699707,-1.892090,11.108397"
"-0.361938,-1.196289,0.017700,-5.981445,-3.479004,22.216795"
"-0.353027,-1.264282,0.034668,-9.216309,-3.540039,45.227047"
"-0.372314,-1.274658,0.104004,-8.789063,-1.892090,60.058590"
"-0.396851,-1.012573,0.041504,3.356933,10.375976,85.571281"
"-0.375732,-0.948120,-0.012573,9.399414,14.221190,85.327141"
"-0.342285,-1.017822,-0.009766,8.728027,11.291503,83.068840"
"-0.285278,-1.140869,-0.050049,5.615234,9.765625,87.097160"
"-0.269897,-1.255615,0.008667,0.732422,0.610352,102.661125"
"-0.276367,-1.218750,0.086304,3.662109,-1.831055,127.685539"
"-0.268921,-0.944702,0.080078,6.286621,5.615234,134.216309"
"-0.212891,-0.914429,-0.038208,3.479004,16.052246,124.328606"
"-0.145874,-1.122192,-0.059937,3.723144,10.925292,117.675774"
"-0.113403,-1.194946,-0.042236,11.779784,2.624511,132.629395"
""
"0.054443,-0.961670,-0.116577,-36.315918,5.371093,-177.185043"
"0.042969,-1.344604,-0.002075,-26.489256,-8.117676,-158.386230"
